-5.000000e+02 	 3.908250e-10 
-4.999847e+02 	 3.908250e-10 
-4.999695e+02 	 3.908250e-10 
-4.999542e+02 	 3.908250e-10 
-4.999390e+02 	 3.908250e-10 
-4.999237e+02 	 3.908251e-10 
-4.999084e+02 	 3.908251e-10 
-4.998932e+02 	 3.908251e-10 
-4.998779e+02 	 3.908251e-10 
-4.998627e+02 	 3.908251e-10 
-4.998474e+02 	 3.908251e-10 
-4.998322e+02 	 3.908251e-10 
-4.998169e+02 	 3.908252e-10 
-4.998016e+02 	 3.908252e-10 
-4.997864e+02 	 3.908252e-10 
-4.997711e+02 	 3.908252e-10 
-4.997559e+02 	 3.908253e-10 
-4.997406e+02 	 3.908253e-10 
-4.997253e+02 	 3.908253e-10 
-4.997101e+02 	 3.908254e-10 
-4.996948e+02 	 3.908254e-10 
-4.996796e+02 	 3.908254e-10 
-4.996643e+02 	 3.908255e-10 
-4.996490e+02 	 3.908255e-10 
-4.996338e+02 	 3.908256e-10 
-4.996185e+02 	 3.908256e-10 
-4.996033e+02 	 3.908256e-10 
-4.995880e+02 	 3.908257e-10 
-4.995728e+02 	 3.908257e-10 
-4.995575e+02 	 3.908258e-10 
-4.995422e+02 	 3.908258e-10 
-4.995270e+02 	 3.908259e-10 
-4.995117e+02 	 3.908260e-10 
-4.994965e+02 	 3.908260e-10 
-4.994812e+02 	 3.908261e-10 
-4.994659e+02 	 3.908261e-10 
-4.994507e+02 	 3.908262e-10 
-4.994354e+02 	 3.908263e-10 
-4.994202e+02 	 3.908263e-10 
-4.994049e+02 	 3.908264e-10 
-4.993896e+02 	 3.908265e-10 
-4.993744e+02 	 3.908265e-10 
-4.993591e+02 	 3.908266e-10 
-4.993439e+02 	 3.908267e-10 
-4.993286e+02 	 3.908268e-10 
-4.993134e+02 	 3.908269e-10 
-4.992981e+02 	 3.908269e-10 
-4.992828e+02 	 3.908270e-10 
-4.992676e+02 	 3.908271e-10 
-4.992523e+02 	 3.908272e-10 
-4.992371e+02 	 3.908273e-10 
-4.992218e+02 	 3.908274e-10 
-4.992065e+02 	 3.908275e-10 
-4.991913e+02 	 3.908276e-10 
-4.991760e+02 	 3.908277e-10 
-4.991608e+02 	 3.908278e-10 
-4.991455e+02 	 3.908279e-10 
-4.991302e+02 	 3.908280e-10 
-4.991150e+02 	 3.908281e-10 
