0.0000 	 5.000000e-01 	 -2.000000e-01 	 -5.000000e-01
0.0010 	 4.997892e-01 	 -1.998395e-01 	 -4.999097e-01
0.0020 	 4.991571e-01 	 -1.993585e-01 	 -4.996386e-01
0.0030 	 4.981043e-01 	 -1.985581e-01 	 -4.991867e-01
0.0040 	 4.966320e-01 	 -1.974399e-01 	 -4.985538e-01
0.0050 	 4.947416e-01 	 -1.960064e-01 	 -4.977395e-01
0.0060 	 4.924353e-01 	 -1.942608e-01 	 -4.967435e-01
0.0070 	 4.897154e-01 	 -1.922071e-01 	 -4.955654e-01
0.0080 	 4.865849e-01 	 -1.898496e-01 	 -4.942045e-01
0.0090 	 4.830470e-01 	 -1.871936e-01 	 -4.926604e-01
0.0100 	 4.791054e-01 	 -1.842449e-01 	 -4.909323e-01
0.0110 	 4.747643e-01 	 -1.810102e-01 	 -4.890195e-01
0.0120 	 4.700284e-01 	 -1.774964e-01 	 -4.869212e-01
0.0130 	 4.649024e-01 	 -1.737114e-01 	 -4.846366e-01
0.0140 	 4.593919e-01 	 -1.696635e-01 	 -4.821647e-01
0.0150 	 4.535025e-01 	 -1.653616e-01 	 -4.795046e-01
0.0160 	 4.472404e-01 	 -1.608153e-01 	 -4.766554e-01
0.0170 	 4.406122e-01 	 -1.560345e-01 	 -4.736159e-01
0.0180 	 4.336246e-01 	 -1.510299e-01 	 -4.703851e-01
0.0190 	 4.262849e-01 	 -1.458124e-01 	 -4.669621e-01
0.0200 	 4.186007e-01 	 -1.403936e-01 	 -4.633456e-01
0.0210 	 4.105798e-01 	 -1.347855e-01 	 -4.595346e-01
0.0220 	 4.022305e-01 	 -1.290003e-01 	 -4.555281e-01
0.0230 	 3.935613e-01 	 -1.230509e-01 	 -4.513249e-01
0.0240 	 3.845810e-01 	 -1.169505e-01 	 -4.469241e-01
0.0250 	 3.752986e-01 	 -1.107124e-01 	 -4.423245e-01
0.0260 	 3.657235e-01 	 -1.043504e-01 	 -4.375252e-01
0.0270 	 3.558654e-01 	 -9.787857e-02 	 -4.325252e-01
0.0280 	 3.457339e-01 	 -9.131122e-02 	 -4.273237e-01
0.0290 	 3.353393e-01 	 -8.466281e-02 	 -4.219199e-01
0.0300 	 3.246917e-01 	 -7.794803e-02 	 -4.163129e-01
0.0310 	 3.138017e-01 	 -7.118167e-02 	 -4.105022e-01
0.0320 	 3.026798e-01 	 -6.437869e-02 	 -4.044871e-01
0.0330 	 2.913368e-01 	 -5.755408e-02 	 -3.982672e-01
0.0340 	 2.797838e-01 	 -5.072291e-02 	 -3.918421e-01
0.0350 	 2.680317e-01 	 -4.390026e-02 	 -3.852116e-01
0.0360 	 2.560917e-01 	 -3.710117e-02 	 -3.783755e-01
0.0370 	 2.439752e-01 	 -3.034066e-02 	 -3.713339e-01
0.0380 	 2.316934e-01 	 -2.363365e-02 	 -3.640870e-01
0.0390 	 2.192579e-01 	 -1.699492e-02 	 -3.566350e-01
0.0400 	 2.066801e-01 	 -1.043914e-02 	 -3.489784e-01
0.0410 	 1.939716e-01 	 -3.980768e-03 	 -3.411180e-01
0.0420 	 1.811438e-01 	 2.365942e-03 	 -3.330546e-01
0.0430 	 1.682084e-01 	 8.586984e-03 	 -3.247891e-01
0.0440 	 1.551769e-01 	 1.466863e-02 	 -3.163229e-01
0.0450 	 1.420607e-01 	 2.059746e-02 	 -3.076574e-01
0.0460 	 1.288714e-01 	 2.636039e-02 	 -2.987941e-01
0.0470 	 1.156204e-01 	 3.194471e-02 	 -2.897351e-01
0.0480 	 1.023189e-01 	 3.733808e-02 	 -2.804823e-01
0.0490 	 8.897834e-02 	 4.252861e-02 	 -2.710381e-01
0.0500 	 7.560979e-02 	 4.750484e-02 	 -2.614051e-01
0.0510 	 6.222432e-02 	 5.225580e-02 	 -2.515860e-01
0.0520 	 4.883284e-02 	 5.677100e-02 	 -2.415840e-01
0.0530 	 3.544614e-02 	 6.104047e-02 	 -2.314023e-01
0.0540 	 2.207486e-02 	 6.505479e-02 	 -2.210445e-01
0.0550 	 8.729461e-03 	 6.880511e-02 	 -2.105143e-01
0.0560 	 -4.579759e-03 	 7.228314e-02 	 -1.998160e-01
0.0570 	 -1.784269e-02 	 7.548122e-02 	 -1.889537e-01
0.0580 	 -3.104942e-02 	 7.839229e-02 	 -1.779323e-01
0.0590 	 -4.419024e-02 	 8.100991e-02 	 -1.667564e-01
0.0600 	 -5.725565e-02 	 8.332833e-02 	 -1.554314e-01
0.0610 	 -7.023641e-02 	 8.534241e-02 	 -1.439626e-01
0.0620 	 -8.312347e-02 	 8.704771e-02 	 -1.323556e-01
0.0630 	 -9.590805e-02 	 8.844048e-02 	 -1.206166e-01
0.0640 	 -1.085816e-01 	 8.951764e-02 	 -1.087516e-01
0.0650 	 -1.211359e-01 	 9.027680e-02 	 -9.676723e-02
0.0660 	 -1.335628e-01 	 9.071630e-02 	 -8.467022e-02
0.0670 	 -1.458547e-01 	 9.083517e-02 	 -7.246758e-02
0.0680 	 -1.580040e-01 	 9.063314e-02 	 -6.016660e-02
0.0690 	 -1.700036e-01 	 9.011067e-02 	 -4.777480e-02
0.0700 	 -1.818465e-01 	 8.926889e-02 	 -3.529996e-02
0.0710 	 -1.935262e-01 	 8.810967e-02 	 -2.275010e-02
0.0720 	 -2.050362e-01 	 8.663557e-02 	 -1.013348e-02
0.0730 	 -2.163706e-01 	 8.484985e-02 	 2.541417e-03
0.0740 	 -2.275236e-01 	 8.275643e-02 	 1.526588e-02
0.0750 	 -2.384898e-01 	 8.035995e-02 	 2.803100e-02
0.0760 	 -2.492639e-01 	 7.766568e-02 	 4.082762e-02
0.0770 	 -2.598411e-01 	 7.467958e-02 	 5.364643e-02
0.0780 	 -2.702169e-01 	 7.140824e-02 	 6.647791e-02
