-5.000000e+02 	 3.077361e-10 
-4.999847e+02 	 3.077361e-10 
-4.999695e+02 	 3.077361e-10 
-4.999542e+02 	 3.077361e-10 
-4.999390e+02 	 3.077361e-10 
-4.999237e+02 	 3.077361e-10 
-4.999084e+02 	 3.077361e-10 
-4.998932e+02 	 3.077361e-10 
-4.998779e+02 	 3.077361e-10 
-4.998627e+02 	 3.077361e-10 
-4.998474e+02 	 3.077361e-10 
-4.998322e+02 	 3.077361e-10 
-4.998169e+02 	 3.077362e-10 
-4.998016e+02 	 3.077362e-10 
-4.997864e+02 	 3.077362e-10 
-4.997711e+02 	 3.077362e-10 
-4.997559e+02 	 3.077362e-10 
-4.997406e+02 	 3.077363e-10 
-4.997253e+02 	 3.077363e-10 
-4.997101e+02 	 3.077363e-10 
-4.996948e+02 	 3.077363e-10 
-4.996796e+02 	 3.077364e-10 
-4.996643e+02 	 3.077364e-10 
-4.996490e+02 	 3.077364e-10 
-4.996338e+02 	 3.077365e-10 
-4.996185e+02 	 3.077365e-10 
-4.996033e+02 	 3.077365e-10 
-4.995880e+02 	 3.077366e-10 
-4.995728e+02 	 3.077366e-10 
-4.995575e+02 	 3.077367e-10 
-4.995422e+02 	 3.077367e-10 
-4.995270e+02 	 3.077367e-10 
-4.995117e+02 	 3.077368e-10 
-4.994965e+02 	 3.077368e-10 
-4.994812e+02 	 3.077369e-10 
-4.994659e+02 	 3.077369e-10 
-4.994507e+02 	 3.077370e-10 
-4.994354e+02 	 3.077370e-10 
-4.994202e+02 	 3.077371e-10 
-4.994049e+02 	 3.077371e-10 
-4.993896e+02 	 3.077372e-10 
-4.993744e+02 	 3.077373e-10 
-4.993591e+02 	 3.077373e-10 
-4.993439e+02 	 3.077374e-10 
-4.993286e+02 	 3.077374e-10 
-4.993134e+02 	 3.077375e-10 
-4.992981e+02 	 3.077376e-10 
-4.992828e+02 	 3.077376e-10 
-4.992676e+02 	 3.077377e-10 
-4.992523e+02 	 3.077378e-10 
-4.992371e+02 	 3.077378e-10 
