0.0000 	 1.000000e-01 	 0.000000e+00 	 0.000000e+00
0.0100 	 9.999001e-02 	 4.993197e-06 	 0.000000e+00
0.0200 	 9.996006e-02 	 1.997079e-05 	 4.986403e-10
0.0300 	 9.991014e-02 	 4.492680e-05 	 2.991543e-09
0.0400 	 9.984027e-02 	 7.985126e-05 	 9.970416e-09
0.0500 	 9.975046e-02 	 1.247302e-04 	 2.492156e-08
0.0600 	 9.964075e-02 	 1.795457e-04 	 5.232377e-08
0.0700 	 9.951116e-02 	 2.442759e-04 	 9.764568e-08
0.0800 	 9.936171e-02 	 3.188949e-04 	 1.673424e-07
0.0900 	 9.919245e-02 	 4.033728e-04 	 2.688519e-07
0.1000 	 9.900342e-02 	 4.976760e-04 	 4.105900e-07
0.1100 	 9.879466e-02 	 6.017667e-04 	 6.019460e-07
0.1200 	 9.856623e-02 	 7.156032e-04 	 8.532766e-07
0.1300 	 9.831819e-02 	 8.391402e-04 	 1.175900e-06
0.1400 	 9.805059e-02 	 9.723281e-04 	 1.582088e-06
0.1500 	 9.776351e-02 	 1.115114e-03 	 2.085060e-06
0.1600 	 9.745701e-02 	 1.267440e-03 	 2.698976e-06
0.1700 	 9.713118e-02 	 1.429245e-03 	 3.438925e-06
0.1800 	 9.678609e-02 	 1.600466e-03 	 4.320916e-06
0.1900 	 9.642182e-02 	 1.781033e-03 	 5.361873e-06
0.2000 	 9.603848e-02 	 1.970873e-03 	 6.579621e-06
0.2100 	 9.563615e-02 	 2.169911e-03 	 7.992873e-06
0.2200 	 9.521494e-02 	 2.378068e-03 	 9.621225e-06
0.2300 	 9.477495e-02 	 2.595259e-03 	 1.148514e-05
0.2400 	 9.431628e-02 	 2.821397e-03 	 1.360593e-05
0.2500 	 9.383907e-02 	 3.056392e-03 	 1.600576e-05
0.2600 	 9.334341e-02 	 3.300149e-03 	 1.870762e-05
0.2700 	 9.282944e-02 	 3.552571e-03 	 2.173530e-05
